H,dT/dt
0,0
649.0,5.485514851357664
1140.0,17.927727141938693
1704.0,37.753553514356696
2472.0,79.50755280333658
3000.0,119.76894527286609
3672.0,161.79014181161654
4344.0,212.34735265954816
5520.0,309.6036836698449
